name,num_op,median,p90,p99,max,min,mean,Success tput,Abort tput
ycsb,1000,0.21386146545410156,0.400543212890625,0.42009592056274414,0.8366107940673828,0.07915496826171875,0.27469921112060547,1750.74,1695.60
ycsb,1000,0.23996829986572266,0.3921985626220703,0.40986061096191406,0.8690357208251953,0.07605552673339844,0.26726675033569336,1743.97,1800.68
ycsb,1000,0.2554655075073242,0.3803253173828125,0.4403948783874511,0.7808208465576172,0.06222724914550781,0.25928688049316406,1774.14,1945.23
