name,num_op,strategy,dependent_access,total_time,median,p90,p99,max,min,mean,success tput,abort tput
100000,1000,kayak,1,101.05706405639648,101.27294063568115,101.39703750610352,101.42232179641724,101.89533233642578,100.57711601257324,101.04365062713623,9.90,0.00
100000,1000,asfp,1,101.40797543525696,101.30500793457031,101.7432451248169,101.84175968170166,102.40507125854492,101.14336013793945,101.39472365379333,9.86,0.00
100,1000,local,2,0.828204870223999,0.8573532104492188,1.0440349578857422,1.0970735549926758,1.7783641815185547,0.5733966827392578,0.8209307193756104,1207.43,0.00
100,1000,remote,2,1.1694655418395996,1.1768341064453125,1.2708187103271484,1.3391995429992676,1.9679069519042969,0.7920265197753906,1.1591589450836182,855.09,0.00
100,1000,kayak,2,0.9423835277557373,0.9655952453613281,1.2495756149291992,1.351606845855713,1.7323493957519531,0.5319118499755859,0.9319052696228027,1061.14,0.00
100,1000,asfp,2,1.4451682567596436,1.3153553009033203,2.0360708236694336,2.2444725036621094,2.2611618041992188,1.0478496551513672,1.4324188232421875,691.96,0.00
1000,1000,local,2,1.9852280616760254,1.980423927307129,2.020597457885742,2.195863723754883,2.7992725372314453,1.6551017761230469,1.9733259677886963,503.72,0.00
1000,1000,remote,2,2.2323670387268066,2.2287368774414062,2.283358573913574,2.311248779296875,3.036975860595703,1.9435882568359375,2.221433639526367,447.96,0.00
1000,1000,kayak,2,2.1625726222991943,2.1936893463134766,2.361321449279785,2.3882460594177246,3.120899200439453,1.6255378723144531,2.14925479888916,462.41,0.00
1000,1000,asfp,2,2.349992036819458,2.263784408569336,2.735280990600586,3.0391407012939453,3.6449432373046875,1.9571781158447266,2.3371293544769287,425.53,0.00
10000,1000,local,2,10.999084234237671,10.985374450683594,11.014461517333984,11.163241863250732,11.748075485229492,10.844945907592773,10.987112760543823,90.92,0.00
10000,1000,remote,2,11.282632112503052,11.269450187683105,11.317729949951172,11.349048614501953,12.12167739868164,11.049985885620117,11.272121906280518,88.63,0.00
10000,1000,kayak,2,11.212326049804688,11.248469352722168,11.377096176147461,11.693210601806639,12.12453842163086,10.627985000610352,11.198799133300781,89.19,0.00
10000,1000,asfp,2,11.518364667892456,11.333703994750977,12.124061584472656,12.265210151672363,12.977123260498047,11.148691177368164,11.505390644073486,86.82,0.00
100000,1000,local,2,101.08366322517395,101.08280181884766,101.15745067596436,101.2740159034729,101.81808471679688,100.75497627258301,101.07184505462646,9.89,0.00
100000,1000,remote,2,101.31595230102539,101.31216049194336,101.34744644165039,101.45076513290405,102.09012031555176,101.11141204833984,101.30518412590027,9.87,0.00
100000,1000,kayak,2,101.29724025726318,101.31525993347168,101.42016410827637,101.44924402236938,102.13541984558105,100.7986068725586,101.28350067138672,9.87,0.00
100000,1000,asfp,2,101.56488728523254,101.36651992797852,102.3698091506958,102.45421409606934,102.51832008361816,101.2425422668457,101.5520658493042,9.85,0.00
